id,predicted_price
2591820310,369735.73949423176
7974200820,771959.4618352016
7701450110,1021767.1806527809
9522300010,1731929.3670691953
9510861140,709225.8191187705
1761300310,268884.01917794434
7732410120,795137.2800863544
7010701383,586167.8989273072
291310170,457536.1741057056
4232901990,614077.0900399884
6840701125,619103.0023360193
3971700580,428432.8119582519
4202400078,311322.9003462078
6064800090,395268.4878874091
2626119028,202411.6515490089
3303980660,1121771.069621165
862000020,880933.070600862
2386000070,903585.285310293
1138000450,361829.0961273315
1775800420,443652.5797348021
2291401425,339080.30818286387
2025770560,760892.1126523268
3525069037,713351.7396372728
9324800450,595553.3761407866
8080400136,553866.1060209665
8651540040,508831.1303079095
9407001790,225813.85343198405
1773101530,213980.57032021374
9432900250,353629.10596959206
1794500695,631663.8161963817
2220069003,371284.87850163935
923000120,567275.324574159
5728000060,556783.0159590504
16000200,239990.3923011541
1926059094,364652.72976865986
6672900220,995970.499202503
3629860060,801961.9204670788
1822069109,377322.86202290864
6675500105,336654.40564803174
249000180,1851550.6636676062
226059065,519306.67651141406
396100110,291396.20602488803
9264450460,327537.9289436675
7853361210,429078.6214815124
9474700020,238731.7976916206
421000455,272393.92541114613
3755200220,371666.81240573927
7960100075,510491.3598116495
9477100490,404490.4117151433
9138100350,847081.9129493259
1624049275,361720.0614953315
2770606890,445967.81324362877
1157200189,379679.64343126595
2770601800,559443.2429715161
9301300805,552747.8223040135
2325069032,1264624.2759414802
1021079099,384300.5575833446
7215730040,715020.4842415963
1853200080,470516.2160127685
3224600340,695057.2557386594
3222049120,437660.6651247085
2113700025,337528.0479383492
7893207925,202383.15127356825
3586501085,534509.0503895938
8024200010,353842.60678299796
7116500705,178734.0523245824
1598600209,323118.8408621946
7204200025,1172010.2523971268
4206901505,611880.6381873729
2937300440,933733.0527943571
7205000180,389993.7059382826
8718500665,378721.12214657216
5318101765,877297.0440835893
4122700020,993812.061127432
8078700020,513647.4246064121
3303980680,1003642.6956697276
8924100372,1175111.8598733512
2781270210,203311.9968481485
519000043,545125.7526150086
3225069301,1759589.392641902
151000075,799058.2908462937
2297400020,485187.2638006336
6617500085,630574.9899538815
104510180,252113.28089942347
3528900060,965915.8704894366
3345100286,602120.4532166776
1226039130,399307.4650957808
8712100720,823198.2907106092
3037200010,390004.325995977
3626039268,395342.49878044875
104510230,256102.05591503813
5112800060,426713.30715166125
6072400280,601722.1575274473
5317100570,1119074.7206726642
9528102993,551169.6614515239
2919201095,507238.3543313849
6181400920,248274.581494878
185000161,237604.83578238802
8691400010,811096.0715876203
3345700165,543845.6898421968
6151800486,252601.40581505458
4340000080,1259333.3303906694
4136960010,509825.1580863533
3634100030,314264.0420897026
1624059224,1034586.8807901772
2788400090,252688.93241766983
9828200762,401180.44577742217
7524400250,470612.70275270526
3528000290,749394.1264011369
5700003630,1588191.551393053
2720069019,305919.0270575693
7227501170,220324.52923393046
2397101270,643957.00899051
6792100090,720165.9470026756
2770602265,490972.924015683
3971700937,298937.2413887242
422049203,253998.5001919255
3076500830,235073.4042076243
1423400260,287856.2862079728
9161100795,487586.00546690426
3126049052,457260.41041912907
5100401468,418398.96636952675
514500235,428893.39132320276
1423200170,186135.77188905023
1402100070,377106.9591749116
624110020,782958.8774327061
2407000145,206296.77813265927
1890000225,839391.6004782234
1320069271,314829.74554415623
5490700085,281620.49793721264
263000155,439424.8327147588
3726800201,453857.1046755894
5153200358,302895.62254243344
2725079018,677865.8281539945
7165700200,255048.13108254157
9429000170,653908.8401643242
8718500075,402137.6340394809
1760650950,299717.77419345704
1068000559,1217110.0236929245
4113800500,599795.5501630502
4077800507,479023.9658271029
2725069150,730719.3574987736
4008400035,373186.5783782678
7016310270,440143.39525759633
1432701230,210824.53268813711
3278606050,414371.32869102084
2473350710,379082.67299218377
2185000685,166291.34255422556
7792000025,344313.95559842815
6868200029,439514.3929421074
624069003,837195.8173631703
7431500280,893528.7301592146
3296000040,513407.74239278014
1118001215,1772625.212979214
6453900040,692229.9684919392
333100209,785545.3953860071
34001765,636957.696189161
8946700100,396833.79156399594
5561401210,529821.1089960578
6671900095,379615.0399384607
3275850020,759449.1922883758
3876300600,392365.13470059226
1450900020,262327.7377759449
8562780280,336249.78402672615
7663700973,308104.65517786774
2126049032,354239.9696813879
1823059159,193370.6138588947
3438503426,245391.17823338293
9297301495,600315.9349010653
7140700850,354342.7869526364
7942601805,627906.6310833404
2555900030,276683.6929932981
2887970040,346437.93865180394
7419700010,576479.304452106
2239000011,421202.84782430634
9283800050,364566.59075178526
9407001340,253783.57921576884
217500140,491466.81682968064
7212660520,262060.96049716888
3298201170,321996.36077164876
3057000400,284362.6742261827
6865200444,482476.44812172174
6071600340,512503.8676327007
6821600005,720327.4945020811
1235100371,613953.3068345406
7796450340,343493.2610486218
3603000410,168610.3360364284
9297300255,597241.1225408352
9126100850,570971.0685382973
2770601462,464817.28057837166
2599001500,225381.3026750499
1102000095,653260.5025091227
1853080640,992748.6828251333
9551201585,1197766.1230840546
3438500796,345856.53171145404
